Name;Location;Cuisine;Rating;Seating Capacity;Average Meal Price;Marketing Budget;Social Media Followers;Chef Experience Years;Number of Reviews;Avg Review Length;Ambience Score;Service Quality Score;Parking Availability;Weekend Reservations;Weekday Reservations;Revenue
Restaurant 6616;Suburban;American;3.5;65;45.28;3330;39973;6;565;5.721.804.570.966.250;2.9;9.0;Yes;45;40;668483.25
Restaurant 6617;Rural;Indian;3.6;34;40.06;1409;14265;7;974;24.311.729.926.744.000;4.7;8.4;Yes;21;29;318614.51
Restaurant 6618;Suburban;Mexican;3.2;52;26.51;2814;32843;11;990;18.691.821.210.916.500;2.2;7.4;Yes;15;27;326652.45
Restaurant 6619;Downtown;Italian;4.3;90;50.53;6762;68179;10;922;5.069.262.634.145.980;6.5;1.3;No;27;41;1028678.29
Restaurant 6620;Downtown;Italian;3.5;82;46.02;5113;50686;3;582;14.563.065.934.118.000;7.0;5.1;No;47;35;850618.6
Restaurant 6621;Downtown;Indian;3.6;77;40.57;6147;65730;19;871;2.785.123.175.399.640;4.6;1.7;No;35;55;724182.21
Restaurant 6622;Downtown;Italian;4.8;86;47.37;9131;99846;2;293;28.693.873.151.305.000;4.1;9.4;No;79;70;927249.51
Restaurant 6623;Suburban;French;3.9;54;57.17;2790;33043;12;687;63.389.812.086.415.300;8.6;6.5;No;34;18;705826.41
Restaurant 6624;Suburban;Italian;3.8;55;54.78;3411;39710;12;926;8.085.560.342.464.670;6.2;2.4;Yes;32;48;689461.5
Restaurant 6625;Rural;American;4.4;31;45.65;1984;19569;1;762;5.121.758.625.844.710;7.0;6.0;Yes;24;13;324585.35
Restaurant 6626;Suburban;American;4.8;63;42.67;1089;12859;14;101;26.716.842.806.523.800;2.1;2.1;No;38;48;610966.06
Restaurant 6627;Suburban;Mexican;3.1;53;26.33;1917;27040;11;292;6.772.155.645.637.970;7.4;2.3;No;11;25;327221.69
Restaurant 6628;Suburban;French;3.9;52;60.34;2863;30536;8;451;7.697.503.805.497.400;5.0;1.7;Yes;15;19;707276.78
Restaurant 6629;Rural;American;4.2;38;43.98;2113;26170;9;772;10.690.566.239.368.300;4.3;8.8;No;35;13;389684.6
Restaurant 6630;Downtown;Indian;3.6;87;36.3;6529;71035;18;706;27.931.238.791.133.300;9.4;5.9;Yes;57;38;735479.65
Restaurant 6631;Suburban;Japanese;4.5;61;66.46;1435;16373;13;605;2.220.585.018.216.200;1.5;4.0;No;32;31;911957.27
Restaurant 6632;Rural;Japanese;4.9;38;66.89;2396;28082;4;668;20.422.033.994.186.200;2.8;1.0;Yes;35;29;573173.64
Restaurant 6633;Rural;Japanese;4.9;47;74.51;4530;48115;16;713;24.616.422.641.828.600;4.4;5.2;Yes;35;27;802977.8
Restaurant 6634;Rural;Indian;3.5;42;35.8;1236;20824;3;162;2.233.211.244.106.300;3.9;5.6;No;27;17;341832.8
Restaurant 6635;Downtown;Italian;3.5;83;52.76;5628;60454;4;951;23.648.170.517.029.600;5.6;4.0;No;15;29;983506.66
Restaurant 6636;Suburban;Indian;4.9;59;34.1;4132;43176;4;272;6.841.410.967.449.090;4.6;5.4;No;28;37;460723.4
Restaurant 6637;Rural;Italian;3.9;32;50.86;1825;23339;8;716;1.974.413.241.102.490;8.1;1.9;Yes;19;30;377255.47
Restaurant 6638;Downtown;Japanese;3.4;76;75.75;2438;24852;11;480;2.383.018.218.139.690;7.9;9.3;Yes;22;69;1293135.85
Restaurant 6639;Rural;Mexican;4.4;47;28.63;2939;29662;3;223;19.141.465.508.332.300;8.0;3.3;No;16;5;310277.42
Restaurant 6640;Rural;Mexican;3.6;45;32.42;3348;39577;19;396;5.294.871.834.113.100;4.3;9.5;No;3;2;353354.05
Restaurant 6641;Rural;Italian;3.5;46;46.9;1074;15244;6;396;10.277.997.237.071.900;4.7;5.4;No;22;6;487999.0
Restaurant 6642;Rural;Japanese;4.8;35;66.34;1568;21917;3;724;29.072.499.926.674.700;7.5;8.7;Yes;21;33;528074.31
Restaurant 6643;Rural;Indian;3.3;41;38.62;2319;28823;4;234;22.617.366.023.028.500;2.1;6.2;No;37;17;362392.11
Restaurant 6644;Downtown;Mexican;3.1;88;34.29;5079;57338;4;445;2.221.262.252.200.570;8.7;8.6;No;26;64;687948.38
Restaurant 6645;Suburban;Italian;3.5;52;52.35;1162;15037;2;334;21.506.311.045.457.700;5.9;1.1;No;29;26;607703.9
Restaurant 6646;Suburban;Indian;4.2;52;31.74;1225;15482;16;362;8.195.200.004.580.640;8.6;2.7;No;21;14;387551.62
Restaurant 6647;Suburban;Japanese;3.2;67;67.65;2396;25420;5;247;5.102.069.524.798.590;8.1;4.2;Yes;21;42;1013399.4
Restaurant 6648;Suburban;French;3.9;60;65.02;2971;35776;15;616;16.016.307.951.794.000;4.4;3.7;No;12;23;883165.8
Restaurant 6649;Downtown;Japanese;4.3;75;68.18;3846;46645;5;982;16.108.110.121.132.700;1.9;9.5;No;62;61;1149007.89
Restaurant 6650;Downtown;Japanese;4.7;88;74.01;3459;41732;12;120;25.295.136.279.201.200;9.3;4.6;Yes;23;83;1460630.88
Restaurant 6651;Downtown;Indian;3.5;74;33.15;4795;50487;19;759;9.539.187.908.934.470;4.1;9.7;Yes;49;39;577280.95
Restaurant 6652;Rural;Indian;4.6;42;40.33;3610;42901;15;614;11.877.779.077.479.300;4.4;6.9;Yes;32;29;402853.52
Restaurant 6653;Rural;American;3.5;34;45.06;2025;19305;6;516;6.956.058.292.234.210;9.2;8.5;No;29;17;357474.27
Restaurant 6654;Rural;American;4.4;32;35.48;3263;37639;1;575;149.968.758.821.991;9.3;4.5;Yes;21;4;265357.29
Restaurant 6655;Suburban;Indian;3.9;68;38.47;2430;29842;5;547;1.139.974.371.231.650;3.4;2.7;Yes;6;14;587945.74
Restaurant 6656;Rural;Indian;3.2;46;31.86;965;17319;19;582;11.572.396.103.803.300;1.8;1.5;No;8;22;346040.89
Restaurant 6657;Suburban;French;4.4;52;57.37;1527;19898;11;511;11.351.327.177.965.400;1.0;6.9;Yes;31;42;676774.97
Restaurant 6658;Rural;French;3.4;44;60.06;2215;29689;14;921;10.787.962.728.721.000;4.9;9.7;Yes;34;5;609029.45
Restaurant 6659;Suburban;Japanese;3.4;66;71.34;2551;28490;14;575;12.994.825.757.282.400;6.1;2.1;Yes;21;49;1060643.16
Restaurant 6660;Rural;Mexican;3.7;42;28.58;1719;20263;2;870;18.417.254.119.547.400;3.4;7.9;Yes;25;37;277632.45
Restaurant 6661;Rural;French;4.3;43;61.33;2727;26967;5;164;15.942.756.928.627.000;3.3;4.3;No;31;39;596404.56
Restaurant 6662;Downtown;Japanese;3.5;85;66.88;3390;32621;9;913;6.586.174.030.640.610;4.2;9.9;Yes;36;29;1273910.45
Restaurant 6663;Rural;Italian;3.4;40;45.25;878;9545;17;779;15.646.496.593.994.200;3.4;8.8;No;35;9;424833.25
Restaurant 6664;Rural;American;3.0;46;41.28;852;8297;19;432;2.615.695.636.281.460;8.7;3.1;Yes;45;29;446366.29
Restaurant 6665;Downtown;Mexican;3.9;74;30.69;3056;33520;15;244;751.760.293.668.036;6.8;7.9;Yes;9;0;526736.35
Restaurant 6666;Suburban;Japanese;3.9;70;72.59;1413;16984;2;256;2.860.903.998.329.130;8.5;7.6;Yes;4;28;1128658.28
Restaurant 6667;Downtown;Indian;3.5;84;37.15;2868;32908;9;902;12.714.759.269.124.600;8.7;7.9;Yes;74;14;711732.0
Restaurant 6668;Downtown;Italian;3.1;87;54.87;2486;23734;11;911;53.633.907.350.375.600;4.9;1.7;No;60;16;1070645.93
Restaurant 6669;Suburban;American;3.9;65;40.05;3863;37869;6;481;1.132.888.947.660.790;5.3;8.3;Yes;11;7;592282.6
Restaurant 6670;Rural;Italian;4.6;43;45.09;1087;10476;15;554;6.741.490.513.867.580;9.8;3.4;No;19;39;452090.05
Restaurant 6671;Suburban;Japanese;4.4;63;71.94;1096;11656;4;511;191.595.336.514.168;8.4;6.3;Yes;9;9;1008449.9
Restaurant 6672;Rural;French;4.7;42;62.43;3909;39077;15;160;12.908.128.188.763.700;8.2;2.0;Yes;25;14;604903.26
Restaurant 6673;Rural;American;3.0;30;40.74;989;8782;18;489;25.171.915.348.116.700;6.3;6.0;No;11;9;295527.2
Restaurant 6674;Suburban;Italian;4.9;55;52.58;3525;42140;7;728;233.156.272.030.938;5.2;9.2;No;41;27;659952.04
Restaurant 6675;Downtown;French;3.7;80;58.56;1894;26548;16;662;16.714.911.487.169.300;9.1;2.6;Yes;7;76;1058174.08
Restaurant 6676;Suburban;Mexican;5.0;60;26.64;3119;35469;3;218;19.015.040.271.032.600;8.2;8.7;Yes;51;30;370545.39
Restaurant 6677;Rural;Japanese;3.5;45;72.31;1238;12733;12;481;20.219.240.024.525.500;5.7;4.9;Yes;19;13;735684.62
Restaurant 6678;Suburban;Japanese;3.9;52;67.7;1213;11599;7;717;11.767.617.184.887.300;3.4;3.9;No;9;28;787955.95
Restaurant 6679;Suburban;American;3.7;66;40.02;3228;35698;9;307;8.484.409.329.854.680;2.3;1.5;Yes;46;13;598951.16
Restaurant 6680;Rural;Italian;3.7;43;50.41;1112;18654;10;839;14.412.970.401.358.900;6.0;5.8;Yes;29;19;497309.35
Restaurant 6681;Downtown;Mexican;4.7;71;30.25;2469;28062;1;504;7.371.438.652.849.490;3.7;2.8;Yes;7;40;482143.6
Restaurant 6682;Suburban;Indian;4.5;58;36.58;3337;39861;12;797;12.871.584.385.134.700;3.4;9.5;No;22;34;493730.19
Restaurant 6683;Rural;American;5.0;37;35.32;4384;50613;18;689;18.815.054.019.442.900;2.0;3.1;No;16;4;317939.01
Restaurant 6684;Rural;Indian;4.2;40;40.89;4141;43161;1;401;1.850.281.310.328.660;1.3;6.3;No;3;14;372863.08
Restaurant 6685;Suburban;American;3.9;56;42.88;3792;36929;18;172;8.015.334.360.981.390;8.1;6.0;No;0;55;561167.17
Restaurant 6686;Downtown;Italian;3.2;71;49.68;3430;36150;7;750;5.208.477.500.100.190;2.0;4.0;Yes;36;0;792715.3
Restaurant 6687;Suburban;Mexican;5.0;53;27.1;2753;30749;17;897;7.223.589.048.516.200;9.0;8.7;No;51;6;349405.35
Restaurant 6688;Downtown;Italian;4.1;83;45.88;7094;70771;13;341;5.903.751.048.771.690;2.9;2.6;Yes;7;11;865398.15
Restaurant 6689;Downtown;Japanese;4.4;82;72.39;6327;68363;10;386;15.011.722.235.182.100;7.8;8.4;No;32;20;1335524.55
Restaurant 6690;Downtown;Indian;3.8;82;33.49;4755;55109;14;866;1.474.375.465.431.230;8.4;2.9;No;34;75;636333.78
Restaurant 6691;Downtown;French;4.1;82;57.52;6481;69466;1;820;11.040.384.132.614.500;8.1;1.4;Yes;24;35;1056922.64
Restaurant 6692;Suburban;Japanese;4.9;54;69.18;3111;38114;6;328;10.386.111.491.621.400;8.9;9.5;No;28;32;844701.68
Restaurant 6693;Rural;Japanese;3.3;41;71.52;2988;37729;4;918;14.910.497.911.460.100;4.1;6.7;No;39;3;662786.37
Restaurant 6694;Rural;Indian;3.6;35;37.39;1948;25343;19;280;7.164.339.455.568.670;9.9;6.7;No;27;8;319952.15
Restaurant 6695;Rural;American;3.3;43;42.1;1684;16211;15;717;10.357.728.124.880.400;3.5;3.4;Yes;34;38;422707.45
Restaurant 6696;Rural;Japanese;4.6;37;74.5;2141;28983;19;158;15.142.297.621.363.900;9.4;2.3;Yes;2;6;634096.15
Restaurant 6697;Rural;Mexican;3.1;37;27.41;2193;27475;12;922;7.370.747.856.089.460;4.9;7.4;No;1;17;247253.86
Restaurant 6698;Rural;Japanese;3.2;36;72.0;2103;24301;14;889;26.020.341.820.115.200;1.5;5.7;No;15;22;594059.55
Restaurant 6699;Suburban;Mexican;3.6;66;26.11;2321;29180;3;594;21.900.462.448.919.300;8.1;3.9;No;56;19;394480.69
Restaurant 6700;Downtown;Italian;4.0;90;51.03;3406;35306;4;175;14.577.981.221.161.900;8.1;3.9;Yes;6;30;1024862.68
Restaurant 6701;Rural;American;3.8;40;41.42;2294;23660;3;629;8.759.957.730.721.860;2.8;9.0;No;22;24;379526.52
Restaurant 6702;Suburban;Mexican;3.1;59;27.38;2877;32882;12;806;9.854.682.796.718.350;8.4;9.0;No;57;35;384567.54
Restaurant 6703;Rural;Japanese;4.9;42;69.31;3338;41595;9;376;8.002.239.618.693.590;2.4;3.5;Yes;30;2;659520.05
Restaurant 6704;Rural;American;4.9;39;44.1;2168;27923;19;316;900.209.568.183.833;2.4;8.1;No;17;19;407775.85
Restaurant 6705;Downtown;American;3.6;90;36.63;4018;38854;16;537;15.562.853.474.253.800;8.3;3.0;No;83;24;756590.41
Restaurant 6706;Downtown;Mexican;4.5;83;29.78;8751;88998;1;697;11.141.616.632.032.700;3.6;8.3;Yes;7;50;568928.92
Restaurant 6707;Downtown;Mexican;4.2;78;35.26;3356;41108;14;325;2.711.446.192.153.060;1.7;2.1;Yes;12;20;627079.04
Restaurant 6708;Rural;French;3.5;36;60.55;1143;17217;13;111;29.023.218.250.854.900;9.6;7.8;No;29;34;505688.2
Restaurant 6709;Rural;French;3.5;36;62.98;2104;22623;12;220;22.284.126.087.278.500;6.0;6.0;No;19;34;522599.41
Restaurant 6710;Rural;American;4.0;47;44.1;3914;41958;5;664;25.219.027.736.172.000;5.0;2.1;No;9;29;473444.0
Restaurant 6711;Downtown;Indian;3.8;85;32.24;5436;56851;3;141;11.377.988.389.478.000;5.5;6.5;Yes;27;15;621780.23
Restaurant 6712;Suburban;Indian;3.6;57;32.4;1080;14639;2;124;21.625.599.353.953.000;7.0;2.7;No;18;22;415195.15
Restaurant 6713;Rural;French;4.6;45;63.34;3090;38774;11;675;6.449.966.323.403.190;8.8;2.7;No;1;10;649586.14
Restaurant 6714;Rural;Japanese;4.0;48;73.29;2050;22565;2;170;29.005.402.132.724.800;7.1;5.0;No;44;11;787048.68
Restaurant 6715;Rural;Italian;4.3;44;45.66;1870;25954;16;775;21.755.174.132.673.500;7.7;9.7;No;26;34;473072.06
Restaurant 6716;Suburban;American;3.4;64;38.55;1767;18303;8;533;1.292.127.928.682.450;2.6;9.0;Yes;44;4;560598.85
Restaurant 6717;Rural;Italian;4.1;35;49.38;3764;46716;3;759;24.326.038.969.597.600;4.5;8.4;Yes;12;21;399077.04
Restaurant 6718;Suburban;French;3.6;58;64.12;2274;23430;4;312;5.394.986.230.099.720;6.3;8.7;No;11;16;832889.98
Restaurant 6719;Rural;Mexican;4.1;44;29.64;3865;43378;4;187;14.405.905.884.760.200;6.6;5.5;No;31;20;305513.08
Restaurant 6720;Suburban;American;4.6;56;45.19;2745;31218;8;217;27.391.444.074.110.500;3.4;4.4;Yes;16;26;574120.54
Restaurant 6721;Rural;French;4.5;37;65.96;3783;41342;6;565;11.579.989.076.955.800;9.8;9.0;Yes;20;12;560856.2
Restaurant 6722;Downtown;Japanese;3.7;87;73.59;1864;19217;14;250;21.697.857.801.976.500;2.1;1.7;No;32;45;1427933.55
Restaurant 6723;Downtown;American;4.4;90;42.33;3447;41056;15;151;14.002.592.059.992.300;2.0;10.0;Yes;87;58;868987.45
Restaurant 6724;Downtown;American;4.9;85;39.31;3261;38818;17;68;14.809.108.392.167.300;3.1;6.0;No;54;78;765462.97
Restaurant 6725;Downtown;Indian;4.3;84;30.74;7909;80704;5;415;236.484.262.538.621;7.8;5.9;Yes;79;17;597022.78
Restaurant 6726;Rural;Mexican;3.3;32;31.3;2572;33675;1;530;2.775.514.995.492.280;1.3;3.6;Yes;2;10;229777.75
Restaurant 6727;Downtown;American;4.4;70;38.98;6989;74537;12;471;9.167.963.074.135.230;9.9;2.5;No;54;54;635125.59
Restaurant 6728;Suburban;Mexican;3.2;62;28.86;1236;14552;19;583;1.192.230.271.888.860;9.9;7.1;Yes;17;10;423887.9
Restaurant 6729;Downtown;French;4.7;81;62.56;8947;92084;12;408;1.719.462.956.556.580;2.4;4.3;No;9;70;1148884.78
Restaurant 6730;Downtown;Japanese;4.0;78;70.1;2833;36863;11;690;20.345.401.647.690.200;4.6;3.7;Yes;31;31;1224417.05
Restaurant 6731;Downtown;Japanese;3.8;71;73.27;7341;76144;9;930;1.669.467.781.968.500;2.8;2.5;No;31;15;1170974.35
Restaurant 6732;Rural;American;3.1;38;39.38;872;9521;19;998;25.138.217.373.303.500;4.7;5.8;Yes;12;25;357207.47
Restaurant 6733;Downtown;American;3.8;77;36.66;2684;29684;4;198;24.202.372.115.368.700;5.8;6.3;Yes;8;39;635876.8
Restaurant 6734;Suburban;French;4.8;54;60.07;1558;15413;13;546;1.513.107.305.088.980;8.4;5.0;Yes;11;40;737351.04
Restaurant 6735;Downtown;Indian;3.0;82;40.46;5563;55775;10;440;6.015.296.816.513.450;1.3;1.1;Yes;5;53;752140.61
Restaurant 6736;Downtown;Indian;3.9;71;38.82;3717;42529;1;799;9.862.409.470.434.480;9.9;5.4;No;57;33;625055.93
Restaurant 6737;Downtown;Indian;4.9;79;32.26;6514;72527;10;56;1.717.381.623.023.110;9.5;3.4;No;43;17;590025.21
Restaurant 6738;Suburban;Mexican;3.8;55;29.3;2909;37361;18;382;28.187.843.916.551.600;6.1;2.2;Yes;7;19;382825.85
Restaurant 6739;Downtown;Indian;3.9;76;40.21;5004;54613;13;72;1.918.923.717.129.480;5.3;6.2;No;57;75;703693.61
Restaurant 6740;Suburban;Japanese;4.2;52;66.36;1738;16984;7;139;1.825.987.266.108.420;6.0;7.0;No;8;20;774799.96
Restaurant 6741;Suburban;Mexican;3.9;63;27.79;3363;37241;8;579;23.099.251.082.575.200;1.2;5.7;No;59;39;405656.6
Restaurant 6742;Downtown;French;3.3;85;57.88;6228;62504;17;934;8.807.373.703.910.670;7.6;6.5;Yes;3;8;1116458.08
Restaurant 6743;Suburban;Japanese;3.0;55;71.28;1000;15621;1;632;8.672.961.703.468.430;5.5;6.5;Yes;20;46;873817.13
Restaurant 6744;Rural;Japanese;4.2;37;69.52;1367;13751;16;115;13.634.879.361.733.300;3.6;2.1;No;7;10;586320.45
Restaurant 6745;Downtown;Italian;4.8;70;45.88;4904;54863;4;102;2.987.131.578.866.080;5.2;2.9;No;55;10;724675.75
Restaurant 6746;Downtown;French;3.2;89;61.92;3377;34872;17;452;26.898.545.812.484.900;3.6;1.1;Yes;34;27;1237722.94
Restaurant 6747;Suburban;French;3.4;64;56.09;1893;27119;13;753;22.002.847.510.870.100;7.3;9.8;No;20;16;815428.13
Restaurant 6748;Suburban;Italian;3.7;66;51.67;1857;18515;10;191;1.477.887.307.157.420;6.5;2.9;No;25;23;768111.59
Restaurant 6749;Downtown;Mexican;4.6;87;30.58;2882;37051;9;74;18.866.848.879.418.500;4.5;8.3;Yes;49;20;606474.31
Restaurant 6750;Rural;Indian;3.5;32;35.43;1756;21427;14;811;12.588.852.947.726.300;3.8;8.0;Yes;31;10;274973.42
Restaurant 6751;Suburban;Indian;4.8;55;30.74;4213;42045;17;82;21.857.675.304.651.300;8.9;7.3;No;5;41;405363.09
Restaurant 6752;Suburban;Indian;3.1;66;37.03;1772;20320;3;737;1.547.114.153.893.700;7.1;5.0;No;4;34;550836.76
Restaurant 6753;Rural;Indian;4.9;42;34.74;2563;35000;1;600;8.005.397.356.055.420;7.4;6.3;No;25;36;336302.16
Restaurant 6754;Rural;Indian;4.1;46;34.52;2561;25006;1;427;1.037.719.885.245.140;6.6;2.7;No;26;10;360593.0
Restaurant 6755;Downtown;Italian;4.3;90;51.56;5034;57332;2;417;2.021.731.978.341.950;1.7;2.0;No;55;31;1035783.36
Restaurant 6756;Rural;French;3.7;45;61.67;1191;13558;16;261;22.364.117.567.275.200;1.5;4.2;No;17;38;632986.1
Restaurant 6757;Downtown;Mexican;4.6;86;25.17;7008;77807;9;925;740.054.161.585.403;4.9;8.4;Yes;59;25;508068.41
Restaurant 6758;Rural;Japanese;3.3;30;66.38;975;10655;14;182;25.208.524.426.803.600;9.4;6.1;Yes;4;17;461619.83
Restaurant 6759;Suburban;Indian;3.1;65;32.6;2765;32227;1;674;2.560.868.464.787.300;5.7;7.9;Yes;20;19;480239.25
Restaurant 6760;Downtown;Italian;3.8;75;52.46;5079;57511;3;198;23.077.047.856.925.600;8.9;9.0;Yes;52;33;888954.65
Restaurant 6761;Downtown;Mexican;4.7;77;31.34;5513;55924;18;876;2.208.971.336.115.220;1.9;6.0;Yes;52;53;566544.82
Restaurant 6762;Downtown;Mexican;4.5;70;33.33;6019;64791;1;425;10.796.714.650.598.300;7.5;4.3;Yes;32;64;534166.63
Restaurant 6763;Rural;Mexican;4.0;31;33.15;2729;27364;11;126;279.905.490.603.394;3.2;8.7;Yes;7;14;248415.2
Restaurant 6764;Suburban;Italian;4.1;64;54.39;1073;9845;5;575;11.714.338.879.225.400;5.7;3.1;Yes;1;13;775743.45
Restaurant 6765;Downtown;Japanese;3.3;74;69.14;6092;60747;11;615;9.562.615.982.936.450;3.6;1.2;No;45;42;1153303.37
Restaurant 6766;Downtown;Indian;4.7;89;33.8;5980;67742;6;814;20.963.350.917.598.700;7.4;1.5;Yes;54;26;685934.9
Restaurant 6767;Downtown;Mexican;4.6;84;34.14;7522;78019;7;734;1.410.260.737.363.690;4.6;6.2;No;52;66;661119.91
Restaurant 6768;Downtown;Italian;4.3;90;47.61;3296;42055;13;547;28.325.702.116.548.600;5.2;9.0;No;67;1;969871.33
Restaurant 6769;Suburban;French;3.9;59;60.07;2408;30780;16;995;16.506.240.211.458.700;3.2;6.1;No;49;11;807559.67
Restaurant 6770;Rural;Italian;4.9;34;47.14;1651;18402;3;730;9.092.963.576.278.840;3.5;4.7;Yes;19;33;365412.32
Restaurant 6771;Suburban;Italian;4.8;52;55.05;3175;34503;15;141;2.893.821.618.487.120;2.6;6.2;No;21;28;655776.5
Restaurant 6772;Downtown;Italian;4.3;75;49.49;7636;82131;8;432;17.885.847.842.316.600;6.0;7.0;Yes;52;48;848746.8
Restaurant 6773;Suburban;Mexican;3.7;70;27.34;3556;40082;16;690;17.963.973.120.448.200;2.3;7.8;No;34;14;450202.62
Restaurant 6774;Downtown;Italian;4.2;84;52.61;7064;70771;17;557;14.645.067.221.109.000;3.4;4.1;No;44;0;1006126.95
Restaurant 6775;Rural;French;4.2;47;57.69;2520;26415;13;179;2.589.984.437.570.510;5.8;4.5;No;4;36;619719.52
Restaurant 6776;Rural;Mexican;3.8;43;35.38;1266;17904;3;121;12.191.090.517.150.200;3.5;1.2;Yes;3;38;343010.24
Restaurant 6777;Rural;French;3.6;39;59.04;3490;40918;3;816;5.342.742.697.257.140;6.3;6.8;No;14;9;524081.46
Restaurant 6778;Downtown;American;3.8;73;42.31;2800;33205;13;702;1.743.194.817.275.210;1.1;8.0;No;68;20;704947.5
Restaurant 6779;Suburban;Italian;4.1;60;48.8;3523;36468;17;452;28.147.172.791.056.800;9.8;5.6;Yes;48;34;677945.5
Restaurant 6780;Rural;Indian;3.9;49;38.88;1877;21959;14;560;11.831.667.163.609.300;7.6;4.4;Yes;44;33;445248.49
Restaurant 6781;Downtown;Indian;3.5;76;39.87;5332;55220;5;868;11.657.635.917.336.200;5.5;4.0;No;71;74;691622.43
Restaurant 6782;Downtown;Mexican;4.5;84;33.67;7904;87819;12;175;23.452.496.986.101.300;9.3;6.8;Yes;46;47;659171.58
Restaurant 6783;Suburban;Indian;4.1;58;39.33;3342;40937;16;812;2.438.833.335.160.450;8.8;4.0;No;25;53;533721.25
Restaurant 6784;Rural;Mexican;3.1;44;26.12;1252;19256;6;554;15.888.913.442.128.600;4.3;6.4;Yes;11;3;267356.8
Restaurant 6785;Downtown;Italian;3.7;81;55.16;1809;18692;9;563;258.410.817.780.759;2.0;9.3;Yes;37;73;1003974.94
Restaurant 6786;Suburban;Japanese;4.8;67;71.87;1236;15763;16;528;9.298.327.100.092.080;3.3;4.0;Yes;38;9;1081274.55
Restaurant 6787;Rural;Japanese;4.5;35;74.56;4435;53524;4;59;1.417.563.433.402.360;2.9;1.6;Yes;24;30;591225.34
Restaurant 6788;Suburban;French;3.6;67;62.53;1498;19032;6;502;15.106.947.882.919.300;7.8;8.9;Yes;44;10;939431.91
Restaurant 6789;Suburban;Italian;4.9;67;47.22;4060;48936;19;520;12.819.897.330.157.300;5.9;3.5;Yes;49;3;728591.3
Restaurant 6790;Downtown;Indian;3.2;75;36.71;4983;52078;1;423;104.434.387.254.786;8.7;9.9;No;34;74;628150.83
Restaurant 6791;Downtown;Italian;4.9;84;46.0;6751;68214;8;847;13.453.738.223.557.300;5.4;8.6;No;60;4;879391.2
Restaurant 6792;Downtown;American;3.5;88;42.65;4026;46803;6;785;54.500.795.883.939.400;7.9;4.8;No;4;21;845316.2
Restaurant 6793;Suburban;Japanese;3.0;54;69.5;1538;22503;3;114;22.583.750.869.001.700;3.9;6.7;No;12;38;837342.15
Restaurant 6794;Downtown;Indian;3.9;73;31.67;7214;72800;14;158;22.098.980.863.257.800;6.4;3.5;No;44;40;542695.57
Restaurant 6795;Suburban;Japanese;3.7;66;75.77;1313;18135;2;349;1.625.545.280.525.830;6.8;1.8;No;37;10;1108615.02
Restaurant 6796;Suburban;Italian;4.1;70;54.91;3845;45548;16;91;13.072.889.596.642.000;7.8;5.7;No;29;57;877469.46
Restaurant 6797;Downtown;Indian;4.6;79;39.83;5862;66436;13;308;15.852.338.397.561.200;8.2;4.8;No;12;10;722205.89
Restaurant 6798;Rural;French;4.7;41;63.68;2819;32285;16;672;28.413.020.399.723.000;3.5;9.7;No;14;7;602906.75
Restaurant 6799;Rural;Italian;3.8;34;52.61;1491;19054;11;463;20.089.121.222.480.800;4.5;6.4;No;18;33;414982.37
Restaurant 6800;Rural;French;3.9;36;62.21;3849;45655;11;982;23.283.932.895.451.900;2.9;7.7;Yes;31;27;520392.07
Restaurant 6801;Suburban;Indian;3.3;61;31.17;1680;22981;16;77;10.737.918.632.782.400;7.7;2.2;No;34;1;442264.03
Restaurant 6802;Suburban;Japanese;3.1;51;74.91;2880;34882;10;612;7.368.949.308.130.700;3.4;7.5;Yes;19;50;864576.68
Restaurant 6803;Suburban;American;4.3;69;44.69;1492;21676;17;420;707.962.336.772.792;4.5;1.5;No;47;41;703405.11
Restaurant 6804;Downtown;Mexican;3.1;86;33.23;3228;34567;12;262;1.680.047.133.946.460;8.2;6.5;Yes;80;77;657515.28
Restaurant 6805;Suburban;Japanese;4.5;62;75.2;3405;34960;5;686;22.917.158.447.775.800;4.1;8.5;Yes;29;4;1043074.7
Restaurant 6806;Downtown;French;4.1;74;61.08;1733;20042;12;830;24.353.009.564.851.300;3.6;5.3;Yes;3;34;1013834.04
Restaurant 6807;Downtown;Italian;3.4;74;49.92;1884;24579;3;601;2.301.024.517.475.020;6.9;2.9;No;7;8;822909.27
Restaurant 6808;Rural;Indian;4.1;49;40.65;2627;30150;19;203;27.819.062.191.204.200;9.8;5.0;Yes;8;6;469038.25
Restaurant 6809;Rural;Japanese;3.4;41;70.11;1645;19317;10;921;6.300.061.147.304.650;1.6;8.6;No;21;35;653819.2
Restaurant 6810;Rural;American;3.9;41;42.05;1569;19945;16;207;2.638.348.721.412.070;8.5;7.4;Yes;11;34;407173.95
Restaurant 6811;Downtown;Indian;4.6;76;34.1;8644;95297;19;969;21.516.914.890.099.300;2.1;6.4;No;18;13;611536.35
Restaurant 6812;Downtown;French;3.9;75;62.0;4433;47225;11;343;9.388.002.800.065.760;4.1;7.2;Yes;63;73;1053128.75
Restaurant 6813;Downtown;Indian;3.3;79;37.92;5543;60598;16;410;22.059.518.370.940.600;4.8;8.5;Yes;3;73;693750.24
Restaurant 6814;Suburban;Indian;4.4;68;36.87;3740;45602;10;415;17.793.989.003.439.200;7.5;2.4;Yes;1;31;573917.98
Restaurant 6815;Downtown;Italian;3.4;85;50.66;6769;73735;15;502;13.976.031.163.355.000;9.3;8.6;Yes;63;23;986186.91
